X,774.4
Y,339.5
Z,0.1924
x,0.6951
y,0.3047
u,774.5
v,339.5
380,4.249e-26
382,4.14e-26
384,3.976e-26
386,3.875e-26
388,3.742e-26
390,3.648e-26
392,3.504e-26
394,3.394e-26
396,3.274e-26
398,3.153e-26
400,3.018e-26
402,2.912e-26
404,2.807e-26
406,2.681e-26
408,2.578e-26
410,2.469e-26
412,2.353e-26
414,2.261e-26
416,2.186e-26
418,2.113e-26
420,2.05e-26
422,1.986e-26
424,1.934e-26
426,1.888e-26
428,1.834e-26
430,1.801e-26
432,1.769e-26
434,1.748e-26
436,1.729e-26
438,1.717e-26
440,1.71e-26
442,1.704e-26
444,1.708e-26
446,1.721e-26
448,1.731e-26
450,1.749e-26
452,1.77e-26
454,1.793e-26
456,1.812e-26
458,1.831e-26
460,1.848e-26
462,1.859e-26
464,1.869e-26
466,1.876e-26
468,1.875e-26
470,1.871e-26
472,1.867e-26
474,1.868e-26
476,1.865e-26
478,1.868e-26
480,1.87e-26
482,1.87e-26
484,1.865e-26
486,1.86e-26
488,1.853e-26
490,1.843e-26
492,1.828e-26
494,1.812e-26
496,1.79e-26
498,1.767e-26
500,1.745e-26
502,1.722e-26
504,1.696e-26
506,1.671e-26
508,1.639e-26
510,1.609e-26
512,1.557e-06
514,8.142e-06
516,2.456e-05
518,3.938e-05
520,5.553e-05
522,7.353e-05
524,8.326e-05
526,8.054e-05
528,8.607e-05
530,8.069e-05
532,7.264e-05
534,5.349e-05
536,4.453e-05
538,4.206e-05
540,2.851e-05
542,2.306e-05
544,1.583e-05
546,1.641e-06
548,2.23e-06
550,1.354e-26
552,1.359e-26
554,1.364e-26
556,1.37e-26
558,1.379e-26
560,1.389e-26
562,1.401e-26
564,1.415e-26
566,4.487e-06
568,2.107e-05
570,3.348e-05
572,5.161e-05
574,7.487e-05
576,0.0001151
578,0.0001683
580,0.000222
582,0.0002962
584,0.000385
586,0.0005116
588,0.000699
590,0.0009291
592,0.001203
594,0.001556
596,0.002007
598,0.002612
600,0.003402
602,0.004344
604,0.005535
606,0.007052
608,0.009086
610,0.01184
612,0.01505
614,0.01905
616,0.02389
618,0.02983
620,0.03702
622,0.04425
624,0.05219
626,0.0609
628,0.07027
630,0.07822
632,0.08123
634,0.07722
636,0.06486
638,0.04612
640,0.02969
642,0.01897
644,0.01208
646,0.007767
648,0.004835
650,0.003201
652,0.002158
654,0.001461
656,0.00101
658,0.0006862
660,0.0004944
662,0.0003575
664,0.0002581
666,0.0001395
668,9.259e-05
670,4.855e-05
672,3.213e-06
674,3.543e-26
676,3.611e-26
678,3.677e-26
680,3.746e-26
682,3.818e-26
684,3.899e-26
686,3.977e-26
688,4.059e-26
690,4.145e-26
692,4.238e-26
694,4.337e-26
696,4.43e-26
698,4.527e-26
700,4.632e-26
702,4.747e-26
704,4.851e-26
706,4.964e-26
708,5.082e-26
710,5.216e-26
712,5.351e-26
714,5.492e-26
716,5.637e-26
718,5.811e-26
720,5.975e-26
722,6.152e-26
724,6.335e-26
726,6.548e-26
728,6.75e-26
730,6.956e-26
732,7.174e-26
734,7.431e-26
736,7.679e-26
738,7.947e-26
740,8.223e-26
742,8.556e-26
744,8.877e-26
746,9.213e-26
748,9.571e-26
750,1.002e-25
752,1.045e-25
754,1.092e-25
756,1.144e-25
758,1.206e-25
760,1.264e-25
762,1.327e-25
764,1.398e-25
766,1.479e-25
768,1.559e-25
770,1.645e-25
772,1.745e-25
774,1.853e-25
776,1.962e-25
778,2.08e-25
780,2.229e-25
